ID,LIMIT_BAL,SEX_Male,MARRIAGE,AGE,DEFAULT_JULY,ED_Graduate School,ED_High School,ED_Others,ED_University,ED_Unknown,AVG_BILL_AMOUNT,AVG_PAY_STATUS,AVG_PAY_AMOUNT
5673,20000.0,0,1,38,0,1,0,0,0,0,3334.1666666666665,-1.1666666666666667,3013.3333333333335
8478,80000.0,1,1,43,0,0,0,0,1,0,5425.333333333333,-0.3333333333333333,1832.5
26814,50000.0,0,1,43,0,0,0,0,1,0,14230.666666666666,-0.6666666666666666,8671.0
20148,200000.0,0,1,34,1,1,0,0,0,0,3584.1666666666665,-0.5,549.0
21234,70000.0,1,2,62,0,0,0,0,1,0,22507.666666666668,0.8333333333333334,1083.8333333333333
21264,160000.0,0,1,42,0,1,0,0,0,0,2667.3333333333335,-1.0,2441.8333333333335
13404,150000.0,1,2,23,0,1,0,0,0,0,2973.5,-1.0,3332.3333333333335
27064,300000.0,0,2,27,0,1,0,0,0,0,10017.5,-0.6666666666666666,6077.666666666667
12921,240000.0,0,1,43,0,1,0,0,0,0,2013.6666666666667,-1.3333333333333333,536.6666666666666
8309,30000.0,1,1,42,0,0,1,0,0,0,764.8333333333334,-0.6666666666666666,491.6666666666667
2367,50000.0,1,2,23,0,0,0,0,1,0,4670.666666666667,-0.6666666666666666,2771.6666666666665
2130,350000.0,1,1,44,0,0,1,0,0,0,2948.6666666666665,-1.1666666666666667,3074.1666666666665
2523,170000.0,1,2,43,0,0,0,0,1,0,80652.5,0.0,2787.0
16981,160000.0,0,1,35,0,1,0,0,0,0,475.1666666666667,-1.6666666666666667,0.0
8063,50000.0,1,1,50,0,0,1,0,0,0,41076.666666666664,0.3333333333333333,1966.6666666666667
6607,240000.0,1,1,43,0,1,0,0,0,0,6828.166666666667,-2.0,7771.0
11384,360000.0,1,1,38,1,0,0,0,1,0,833.3333333333334,0.0,416.6666666666667
7538,360000.0,1,2,29,0,1,0,0,0,0,3281.6666666666665,-1.0,2088.1666666666665
15035,50000.0,1,1,40,0,1,0,0,0,0,35082.0,0.0,2637.0
5944,260000.0,0,2,27,0,1,0,0,0,0,18457.833333333332,0.0,5166.666666666667
12038,300000.0,0,1,30,0,1,0,0,0,0,751.3333333333334,-2.0,878.5
6775,20000.0,0,2,22,0,0,0,0,1,0,17068.0,1.0,836.5
14916,50000.0,1,2,38,0,0,1,0,0,0,27099.0,0.5,1846.1666666666667
8642,290000.0,0,1,55,1,0,0,0,1,0,731.5,-0.3333333333333333,851.8333333333334
17044,140000.0,0,1,50,0,0,0,0,1,0,139306.0,1.8333333333333333,4587.833333333333
13373,20000.0,0,2,22,0,0,1,0,0,0,5026.166666666667,-0.3333333333333333,581.3333333333334
11180,400000.0,1,1,43,0,1,0,0,0,0,2634.5,-1.3333333333333333,3043.6666666666665
3623,80000.0,0,2,40,1,0,0,0,1,0,30536.166666666668,0.0,1162.3333333333333
18564,160000.0,0,1,37,0,0,0,0,1,0,10747.833333333334,-0.6666666666666666,9831.666666666666
6225,240000.0,1,2,27,0,1,0,0,0,0,3911.1666666666665,0.16666666666666666,1125.8333333333333
750,170000.0,0,1,41,0,1,0,0,0,0,98928.5,0.0,4083.3333333333335
5661,120000.0,1,2,30,0,0,0,0,1,0,47734.333333333336,0.0,3225.6666666666665
12911,460000.0,0,1,38,0,1,0,0,0,0,13672.166666666666,-1.0,11113.666666666666
5618,30000.0,0,1,23,1,0,0,0,1,0,24315.5,0.3333333333333333,1275.8333333333333
26211,230000.0,0,1,28,1,1,0,0,0,0,179313.33333333334,0.5,6588.166666666667
19780,90000.0,0,2,23,0,0,0,0,1,0,47818.0,0.3333333333333333,5249.833333333333
24305,80000.0,0,2,24,0,0,0,0,1,0,11577.833333333334,0.0,828.1666666666666
3326,70000.0,0,2,46,1,0,0,0,1,0,65748.0,0.0,7646.5
17255,230000.0,0,2,28,1,0,0,0,1,0,0.0,-2.0,0.0
29758,360000.0,1,1,46,1,0,0,0,1,0,2894.5,-2.0,1478.1666666666667
27949,80000.0,0,1,32,0,1,0,0,0,0,1868.5,-0.8333333333333334,1868.5
8359,20000.0,1,1,53,0,0,0,0,1,0,9889.166666666666,0.16666666666666666,671.6666666666666
5089,80000.0,0,1,35,0,0,0,0,1,0,7756.0,-0.8333333333333334,8127.5
15186,70000.0,1,1,50,1,0,1,0,0,0,38122.5,1.8333333333333333,603.1666666666666
14368,180000.0,0,1,33,1,1,0,0,0,0,2027.0,-0.16666666666666666,848.0
6420,70000.0,0,1,36,1,1,0,0,0,0,34189.333333333336,0.5,1836.6666666666667
17794,10000.0,0,1,27,0,1,0,0,0,0,2154.8333333333335,-0.5,1148.3333333333333
22605,110000.0,0,1,30,0,0,0,0,1,0,71204.16666666667,1.5,2458.3333333333335
28612,30000.0,1,2,32,1,0,0,0,1,0,10852.0,1.3333333333333333,1250.0
4140,150000.0,0,2,28,1,0,0,0,1,0,144003.66666666666,2.0,5400.0
26566,180000.0,1,1,28,1,0,0,0,1,0,174419.66666666666,0.0,6659.333333333333
26957,20000.0,1,2,27,1,0,0,0,1,0,0.0,-1.5,0.0
11308,360000.0,1,1,55,0,0,1,0,0,0,6116.0,-0.8333333333333334,4207.333333333333
6611,110000.0,0,1,46,0,0,0,0,1,0,64885.333333333336,0.0,2428.0
14282,210000.0,0,2,51,1,0,1,0,0,0,45506.666666666664,0.6666666666666666,1903.1666666666667
14751,60000.0,0,1,28,0,0,1,0,0,0,35950.833333333336,0.8333333333333334,2833.3333333333335
22653,400000.0,0,2,27,0,0,0,0,1,0,9993.0,-0.8333333333333334,10204.666666666666
29749,200000.0,0,2,48,0,1,0,0,0,0,1666.6666666666667,-0.5,833.3333333333334
18503,350000.0,1,2,31,0,1,0,0,0,0,175145.83333333334,0.0,20029.833333333332
6998,50000.0,1,1,55,0,0,0,0,1,0,34722.0,0.0,1100.8333333333333
7636,160000.0,1,2,26,1,0,0,0,1,0,155625.5,2.8333333333333335,4700.0
5478,230000.0,1,1,41,0,1,0,0,0,0,3168.3333333333335,-1.5,1608.3333333333333
14763,30000.0,0,1,30,1,0,0,0,1,0,27362.166666666668,2.8333333333333335,580.8333333333334
1927,50000.0,0,2,36,1,1,0,0,0,0,30608.0,1.8333333333333333,1403.3333333333333
20632,180000.0,1,1,65,1,0,1,0,0,0,170290.33333333334,-0.16666666666666666,33449.5
16277,30000.0,1,2,29,1,0,0,0,1,0,22291.333333333332,1.0,1350.0
17647,620000.0,0,2,52,0,1,0,0,0,0,62639.0,-0.8333333333333334,65142.166666666664
6737,500000.0,1,2,41,1,1,0,0,0,0,8694.833333333334,-0.6666666666666666,5981.0
4353,50000.0,0,1,58,0,0,1,0,0,0,41368.5,2.0,1650.0
28954,20000.0,1,2,23,0,0,0,0,1,0,10574.833333333334,0.5,1375.0
16902,200000.0,0,2,35,0,0,0,0,1,0,96444.33333333333,0.3333333333333333,4963.333333333333
11895,280000.0,1,1,45,0,0,1,0,0,0,6399.0,-2.0,4004.3333333333335
10680,200000.0,0,2,25,0,1,0,0,0,0,93112.0,-0.3333333333333333,2783.3333333333335
3578,80000.0,0,1,32,1,0,0,0,1,0,71559.5,1.0,2386.6666666666665
11952,180000.0,0,2,35,0,0,0,0,1,0,336.0,-1.6666666666666667,345.3333333333333
8710,360000.0,0,1,49,0,0,0,0,1,0,311334.6666666667,0.0,12456.333333333334
20784,20000.0,1,2,27,0,0,0,0,0,1,623.8333333333334,-1.0,1182.1666666666667
24033,240000.0,0,2,25,0,0,0,0,1,0,12441.333333333334,0.0,2357.3333333333335
16534,80000.0,0,2,26,0,0,0,0,1,0,0.0,-1.5,516.6666666666666
12748,30000.0,0,2,46,0,1,0,0,0,0,22340.166666666668,0.3333333333333333,1805.8333333333333
12555,200000.0,0,1,37,0,0,0,0,1,0,98117.16666666667,-0.3333333333333333,28528.0
28864,140000.0,0,2,28,1,1,0,0,0,0,53243.0,1.1666666666666667,2663.8333333333335
18149,10000.0,1,2,25,1,0,1,0,0,0,3741.0,0.0,550.0
20013,510000.0,1,2,31,1,0,1,0,0,0,9653.5,0.0,4521.666666666667
20558,20000.0,1,1,56,0,0,1,0,0,0,12799.5,0.3333333333333333,831.3333333333334
8647,320000.0,0,2,33,0,0,0,0,1,0,72878.0,0.0,6977.666666666667
5168,50000.0,0,1,37,0,0,0,0,1,0,16436.333333333332,-0.16666666666666666,2566.3333333333335
8808,80000.0,0,2,27,0,0,0,0,1,0,10046.0,0.0,4300.833333333333
22357,30000.0,1,2,24,1,1,0,0,0,0,16409.666666666668,0.6666666666666666,647.6666666666666
9219,210000.0,0,1,38,0,1,0,0,0,0,419.0,-0.8333333333333334,496.3333333333333
12010,50000.0,1,2,26,0,0,1,0,0,0,34924.0,1.3333333333333333,1485.1666666666667
9339,320000.0,0,1,39,0,0,0,0,1,0,25727.666666666668,-0.6666666666666666,11564.833333333334
2556,60000.0,0,1,32,0,0,0,0,1,0,43555.0,0.0,1679.1666666666667
25977,270000.0,1,1,37,1,1,0,0,0,0,118619.0,0.0,5000.0
2942,220000.0,1,2,31,1,0,0,0,1,0,157154.33333333334,0.0,6366.666666666667
11325,30000.0,0,1,59,1,0,1,0,0,0,29224.5,1.5,870.3333333333334
27660,200000.0,0,1,27,0,0,0,0,1,0,183864.33333333334,0.6666666666666666,7507.166666666667
20786,100000.0,0,1,40,0,0,0,0,1,0,28565.666666666668,0.0,2834.6666666666665
1286,100000.0,0,1,36,0,0,1,0,0,0,100123.16666666667,0.3333333333333333,9366.666666666666
13620,230000.0,1,2,41,0,0,0,0,1,0,17609.833333333332,-0.16666666666666666,2766.6666666666665
18066,420000.0,0,2,25,0,0,1,0,0,0,63378.0,1.0,2286.1666666666665
22007,450000.0,0,1,36,0,0,1,0,0,0,5168.666666666667,-2.0,5042.333333333333
5562,10000.0,1,1,35,1,0,1,0,0,0,8745.5,0.0,726.5
17415,160000.0,0,2,39,0,1,0,0,0,0,186.83333333333334,-2.0,186.83333333333334
16379,150000.0,0,2,27,0,0,0,0,1,0,77388.83333333333,0.0,13690.5
13126,360000.0,1,2,34,0,1,0,0,0,0,331157.3333333333,0.0,12398.166666666666
817,130000.0,1,2,33,0,0,0,0,1,0,120643.33333333333,0.0,4775.0
7232,50000.0,0,2,32,1,1,0,0,0,0,22179.166666666668,1.1666666666666667,1444.0
20741,310000.0,0,1,41,0,1,0,0,0,0,97478.0,-0.16666666666666666,21672.666666666668
17962,80000.0,0,2,23,0,1,0,0,0,0,24365.5,0.0,3100.0
24201,80000.0,0,2,30,0,0,0,0,1,0,3702.8333333333335,-0.5,3767.6666666666665
20183,320000.0,0,2,27,1,1,0,0,0,0,189.66666666666666,0.0,106.33333333333333
19263,240000.0,1,1,47,1,1,0,0,0,0,141243.66666666666,1.8333333333333333,5696.166666666667
6492,250000.0,0,1,49,0,0,0,0,1,0,69825.66666666667,0.0,26506.666666666668
5811,60000.0,0,1,63,0,0,1,0,0,0,43962.333333333336,0.0,1518.1666666666667
17502,60000.0,0,2,31,0,0,0,0,1,0,13808.0,-0.5,15656.833333333334
25104,50000.0,0,2,27,1,1,0,0,0,0,39185.333333333336,1.8333333333333333,2333.3333333333335
28834,660000.0,0,2,33,0,0,0,0,1,0,369850.8333333333,0.0,12173.333333333334
20678,260000.0,0,1,36,0,0,0,0,1,0,59543.5,0.0,2195.3333333333335
25880,240000.0,0,2,28,1,1,0,0,0,0,1636.3333333333333,-0.16666666666666666,450.0
27764,200000.0,1,1,39,1,0,0,0,1,0,326.0,-1.0,326.0
4076,20000.0,0,1,58,0,1,0,0,0,0,18022.833333333332,0.0,687.6666666666666
16327,200000.0,0,2,29,0,1,0,0,0,0,16524.833333333332,-0.16666666666666666,8189.833333333333
27934,210000.0,1,1,40,0,0,0,0,1,0,10586.0,-0.3333333333333333,4191.166666666667
17582,390000.0,0,1,49,0,1,0,0,0,0,21397.166666666668,-1.3333333333333333,25437.5
17926,50000.0,0,2,33,0,1,0,0,0,0,15898.666666666666,0.0,1116.6666666666667
6685,100000.0,0,1,35,0,0,1,0,0,0,52775.5,-0.16666666666666666,6426.833333333333
17172,230000.0,0,2,34,0,1,0,0,0,0,9425.0,-0.3333333333333333,2333.3333333333335
25134,210000.0,0,1,44,0,0,0,0,1,0,80295.16666666667,0.0,3233.3333333333335
16143,180000.0,1,1,38,0,1,0,0,0,0,142682.83333333334,0.3333333333333333,5313.166666666667
11823,210000.0,0,2,32,0,0,0,0,1,0,91336.33333333333,0.3333333333333333,4083.3333333333335
27716,100000.0,1,2,38,0,1,0,0,0,0,50428.0,-0.3333333333333333,20797.333333333332
24880,280000.0,1,1,37,0,0,0,0,1,0,190482.16666666666,0.0,7521.166666666667
13827,80000.0,0,2,27,0,1,0,0,0,0,2155.5,-0.8333333333333334,1697.0
4776,270000.0,0,2,42,0,0,0,1,0,0,4722.0,-2.0,2332.6666666666665
14102,230000.0,0,1,34,0,0,0,0,1,0,2840.1666666666665,-1.1666666666666667,2648.1666666666665
26250,100000.0,0,2,25,0,1,0,0,0,0,94250.5,0.0,3734.3333333333335
22332,80000.0,0,1,40,0,0,1,0,0,0,51966.666666666664,0.0,1696.5
1628,260000.0,1,1,48,0,0,1,0,0,0,130974.0,-0.16666666666666666,88661.66666666667
19665,170000.0,1,1,38,1,1,0,0,0,0,0.0,-1.5,0.0
26614,50000.0,0,2,27,0,1,0,0,0,0,37996.666666666664,0.0,5002.333333333333
21013,150000.0,0,1,35,0,0,0,0,1,0,32981.0,0.3333333333333333,1218.6666666666667
19687,50000.0,0,2,26,1,0,1,0,0,0,2905.5,-0.8333333333333334,1350.3333333333333
5309,450000.0,1,1,41,0,1,0,0,0,0,93.33333333333333,-1.6666666666666667,379.0
21256,230000.0,0,1,35,0,1,0,0,0,0,10856.5,-0.6666666666666666,8307.0
27839,90000.0,0,2,30,1,0,0,0,1,0,75635.0,0.6666666666666666,2950.0
8872,240000.0,0,1,37,0,0,0,0,1,0,37211.5,-0.16666666666666666,12320.333333333334
27220,200000.0,0,1,37,0,1,0,0,0,0,0.0,-1.5,0.0
16607,160000.0,0,2,30,0,0,0,0,1,0,5797.5,-1.0,5883.5
14682,80000.0,0,2,27,1,0,1,0,0,0,1180.3333333333333,-2.0,1041.0
16227,130000.0,0,2,31,0,1,0,0,0,0,131429.83333333334,0.0,6183.333333333333
29398,10000.0,1,2,24,0,0,0,0,1,0,7734.666666666667,0.5,2425.3333333333335
5697,20000.0,0,2,32,0,0,0,0,1,0,16915.666666666668,0.3333333333333333,1416.6666666666667
21834,300000.0,1,1,37,0,1,0,0,0,0,22477.166666666668,-1.6666666666666667,44915.833333333336
3930,180000.0,0,2,24,1,0,0,0,1,0,316.0,-1.0,316.0
10579,50000.0,1,1,51,1,0,1,0,0,0,38169.0,0.5,1102.1666666666667
12113,60000.0,1,2,22,0,1,0,0,0,0,44287.166666666664,0.3333333333333333,1484.8333333333333
8250,150000.0,0,1,47,0,1,0,0,0,0,14533.833333333334,-2.0,8477.0
19045,300000.0,0,1,54,0,0,0,1,0,0,283.6666666666667,-1.5,283.6666666666667
27409,500000.0,0,1,37,0,1,0,0,0,0,82542.5,-0.6666666666666666,31475.666666666668
6230,50000.0,1,2,29,0,1,0,0,0,0,22138.833333333332,1.8333333333333333,2766.6666666666665
18181,210000.0,0,2,26,0,0,0,0,1,0,40235.0,0.0,3034.6666666666665
27139,60000.0,0,2,33,0,1,0,0,0,0,29617.5,-0.3333333333333333,11625.666666666666
27725,310000.0,0,1,42,0,0,0,0,1,0,4667.5,-2.0,5037.166666666667
6,50000.0,0,1,37,0,0,0,0,1,0,20978.5,0.0,905.0
11624,200000.0,0,1,45,0,0,1,0,0,0,33540.5,-0.16666666666666666,3302.5
861,180000.0,0,1,43,0,0,1,0,0,0,207.0,-2.0,0.0
15665,300000.0,0,2,35,0,1,0,0,0,0,69080.83333333333,0.0,16504.166666666668
19831,190000.0,1,1,37,0,0,1,0,0,0,177644.33333333334,0.0,6995.166666666667
9830,240000.0,0,1,32,0,0,0,0,1,0,19694.166666666668,0.0,3527.6666666666665
27407,60000.0,0,2,23,0,0,0,0,1,0,29118.5,0.0,1436.1666666666667
7485,100000.0,0,1,24,0,0,0,0,1,0,21154.0,-0.8333333333333334,24542.333333333332
4264,30000.0,1,2,38,0,1,0,0,0,0,25261.666666666668,0.8333333333333334,1730.8333333333333
12707,290000.0,0,2,47,0,0,1,0,0,0,7380.0,-0.6666666666666666,5937.333333333333
22984,260000.0,0,1,37,0,1,0,0,0,0,836.1666666666666,-1.0,468.5
17360,380000.0,1,2,41,0,1,0,0,0,0,345979.5,0.3333333333333333,13033.333333333334
19295,150000.0,0,1,30,1,1,0,0,0,0,123576.83333333333,0.3333333333333333,2873.1666666666665
10343,50000.0,1,2,43,0,0,1,0,0,0,4174.333333333333,-0.8333333333333334,4166.0
8286,50000.0,1,1,49,1,0,0,0,1,0,34316.5,0.0,3583.3333333333335
19160,50000.0,1,2,35,1,0,0,0,1,0,42077.666666666664,1.1666666666666667,1659.1666666666667
21989,340000.0,0,2,27,0,0,1,0,0,0,105745.33333333333,0.5,27920.833333333332
9379,150000.0,0,1,31,0,1,0,0,0,0,0.0,-1.5,0.0
5589,170000.0,0,2,26,0,0,1,0,0,0,61422.5,1.0,2341.8333333333335
25504,300000.0,1,1,61,0,0,1,0,0,0,227405.83333333334,0.0,8834.333333333334
26239,250000.0,0,1,42,0,1,0,0,0,0,91972.66666666667,-0.5,11164.0
12958,480000.0,0,2,33,0,1,0,0,0,0,471442.6666666667,-0.16666666666666666,80275.16666666667
2499,260000.0,0,2,29,1,1,0,0,0,0,528.0,0.16666666666666666,330.0
16973,80000.0,0,1,35,0,0,1,0,0,0,34547.166666666664,0.0,1578.5
14710,120000.0,0,2,52,0,0,0,0,1,0,124622.66666666667,0.0,9047.666666666666
1051,30000.0,1,2,43,0,0,0,0,1,0,27495.166666666668,0.3333333333333333,1616.6666666666667
20822,230000.0,0,2,38,0,0,0,0,1,0,109943.5,0.0,4097.0
15865,230000.0,1,2,28,0,1,0,0,0,0,50718.166666666664,0.3333333333333333,2582.1666666666665
5083,30000.0,0,1,34,0,1,0,0,0,0,3763.3333333333335,-2.0,3550.8333333333335
10879,210000.0,0,2,30,1,1,0,0,0,0,0.0,-1.5,0.0
316,50000.0,1,2,26,0,1,0,0,0,0,1870.5,-2.0,1586.5
25688,20000.0,1,2,46,0,0,0,0,1,0,13336.833333333334,0.3333333333333333,923.5
10603,150000.0,0,3,54,0,0,0,0,1,0,141988.83333333334,0.0,4870.666666666667
11850,230000.0,0,1,42,0,0,0,0,1,0,3064.5,-1.0,8100.0
8984,180000.0,1,2,28,0,1,0,0,0,0,33568.166666666664,0.0,1533.3333333333333
23754,500000.0,0,1,33,0,1,0,0,0,0,24832.166666666668,-2.0,31277.833333333332
28015,270000.0,1,1,51,0,0,0,0,1,0,24592.5,-0.16666666666666666,12662.166666666666
1063,70000.0,1,2,29,1,0,0,0,1,0,19211.833333333332,0.0,1150.0
17522,360000.0,1,1,62,0,0,1,0,0,0,178605.66666666666,0.3333333333333333,9500.0
9752,320000.0,1,2,30,0,0,0,0,1,0,83107.66666666667,-0.16666666666666666,29941.0
17385,200000.0,1,2,27,0,0,1,0,0,0,157283.5,-0.3333333333333333,40153.333333333336
20652,500000.0,1,2,31,0,0,0,0,1,0,303109.1666666667,1.0,8098.166666666667
22482,150000.0,0,2,23,0,0,0,0,1,0,4514.166666666667,-1.1666666666666667,4760.5
5547,50000.0,0,2,41,1,0,0,0,1,0,32756.5,2.0,8183.333333333333
4870,10000.0,0,2,21,0,0,0,0,1,0,8072.166666666667,0.0,639.6666666666666
21774,50000.0,0,1,26,0,0,0,0,1,0,39227.333333333336,0.0,1747.5
3824,70000.0,0,1,50,0,0,1,0,0,0,16458.333333333332,-0.8333333333333334,3760.3333333333335
21055,30000.0,1,2,41,1,1,0,0,0,0,18116.833333333332,0.6666666666666666,1011.0
15153,380000.0,1,1,43,0,0,0,0,1,0,141054.66666666666,-0.5,5481.666666666667
26290,150000.0,0,2,28,0,1,0,0,0,0,42691.5,0.0,3334.1666666666665
21788,10000.0,1,1,50,1,0,0,0,1,0,2400.0,5.333333333333333,0.0
1496,60000.0,1,1,25,0,0,0,0,1,0,38598.666666666664,0.0,1666.6666666666667
10453,50000.0,0,2,25,0,1,0,0,0,0,33856.0,0.0,1413.8333333333333
19403,200000.0,0,1,43,0,0,1,0,0,0,109802.66666666667,0.0,4490.666666666667
10512,110000.0,0,1,33,1,1,0,0,0,0,25796.5,2.0,1062.5
497,50000.0,0,2,23,0,1,0,0,0,0,33387.833333333336,-0.16666666666666666,10450.333333333334
27885,100000.0,0,1,33,0,0,0,0,1,0,86161.16666666667,0.0,2796.0
7920,80000.0,1,1,53,0,1,0,0,0,0,31548.666666666668,0.16666666666666666,8751.333333333334
18756,290000.0,1,1,49,0,0,0,0,1,0,5211.666666666667,-2.0,4890.666666666667
25526,510000.0,0,1,61,0,0,1,0,0,0,195656.83333333334,0.3333333333333333,14418.0
27011,380000.0,1,1,53,0,1,0,0,0,0,420.0,-2.0,360.0
4746,30000.0,0,1,60,0,0,1,0,0,0,12757.666666666666,0.3333333333333333,1100.0
4127,180000.0,0,1,30,1,1,0,0,0,0,156664.0,0.3333333333333333,7333.333333333333
24172,80000.0,0,1,54,0,0,1,0,0,0,64754.833333333336,0.0,3100.6666666666665
14481,120000.0,0,2,35,0,0,0,0,1,0,58626.833333333336,0.0,13745.666666666666
6301,260000.0,0,1,42,0,1,0,0,0,0,3943.3333333333335,-1.0,3480.6666666666665
21297,20000.0,1,1,32,1,0,0,0,1,0,19512.166666666668,0.6666666666666666,1253.3333333333333
14422,100000.0,0,1,30,0,0,0,0,1,0,80614.33333333333,-0.5,15766.333333333334
22499,500000.0,0,2,29,0,1,0,0,0,0,24971.5,0.0,4175.0
2444,170000.0,1,1,60,1,1,0,0,0,0,122046.33333333333,0.0,4850.0
29508,90000.0,0,1,39,0,0,0,0,1,0,9356.333333333334,-1.0,4783.5
18497,50000.0,1,2,35,0,0,0,0,1,0,8567.0,-1.0,8443.5
15442,30000.0,1,1,53,0,0,1,0,0,0,10032.666666666666,-1.0,10885.666666666666
19213,180000.0,0,1,34,0,0,0,0,1,0,11919.5,-0.5,4316.333333333333
6696,400000.0,0,2,44,0,0,0,0,1,0,24221.833333333332,-1.0,23508.0
22145,330000.0,0,1,36,0,1,0,0,0,0,7479.666666666667,-0.5,8169.666666666667
6672,50000.0,0,2,37,1,0,0,0,1,0,16173.666666666666,1.8333333333333333,1433.3333333333333
14458,240000.0,1,1,27,0,0,0,0,0,1,193.66666666666666,-2.0,193.66666666666666
2180,370000.0,1,2,28,0,0,0,0,1,0,245552.0,0.0,8895.0
9027,170000.0,1,1,46,1,0,1,0,0,0,2104.6666666666665,-0.8333333333333334,1804.0
6590,180000.0,0,2,42,0,1,0,0,0,0,39136.333333333336,-0.16666666666666666,10500.0
13175,500000.0,0,2,48,0,0,0,0,1,0,35477.0,-0.16666666666666666,25502.333333333332
17242,30000.0,0,1,60,1,0,1,0,0,0,3719.3333333333335,1.1666666666666667,300.1666666666667
25506,480000.0,0,1,31,0,0,0,0,1,0,22304.166666666668,0.0,5133.166666666667
29922,100000.0,0,1,53,0,0,1,0,0,0,83724.33333333333,0.0,3738.1666666666665
9461,50000.0,1,2,24,1,1,0,0,0,0,35781.833333333336,0.0,3259.0
26543,50000.0,1,1,33,0,0,0,0,1,0,29855.666666666668,0.0,1833.3333333333333
13370,140000.0,0,1,24,0,0,0,0,1,0,1714.6666666666667,-1.3333333333333333,2035.6666666666667
27462,50000.0,1,3,45,0,0,1,0,0,0,1026.6666666666667,-0.6666666666666666,781.6666666666666
28897,20000.0,0,2,23,0,0,0,0,1,0,15191.166666666666,0.3333333333333333,5155.166666666667
7117,150000.0,0,1,47,0,0,0,0,0,1,91901.83333333333,0.0,3846.8333333333335
22234,220000.0,0,2,39,0,1,0,0,0,0,1118.5,-1.1666666666666667,706.6666666666666
12009,80000.0,0,3,52,0,0,1,0,0,0,68126.16666666667,0.0,2607.1666666666665
24936,30000.0,0,2,49,0,0,0,0,1,0,18440.5,0.6666666666666666,1500.0
23145,80000.0,1,1,47,0,0,0,0,1,0,48834.666666666664,0.0,1644.6666666666667
18592,60000.0,1,2,25,0,1,0,0,0,0,29101.0,0.0,3833.3333333333335
25145,110000.0,1,2,28,0,1,0,0,0,0,93787.66666666667,0.0,3516.6666666666665
24952,50000.0,0,0,45,0,1,0,0,0,0,2375.1666666666665,-0.8333333333333334,813.5
21193,130000.0,1,1,54,0,0,1,0,0,0,545.0,-1.1666666666666667,563.8333333333334
18150,80000.0,0,1,45,0,0,0,0,1,0,27870.0,0.0,1250.6666666666667
23464,50000.0,0,2,23,0,0,1,0,0,0,28919.333333333332,0.0,1206.8333333333333
2803,230000.0,0,2,23,1,0,0,0,1,0,409.6666666666667,0.5,146.33333333333334
13627,400000.0,0,2,29,0,1,0,0,0,0,20944.833333333332,-0.3333333333333333,9566.833333333334
21131,220000.0,0,1,37,0,1,0,0,0,0,159978.0,0.0,6716.666666666667
29744,20000.0,1,1,46,0,0,1,0,0,0,19677.333333333332,0.5,1043.0
21004,360000.0,0,2,29,0,0,0,0,1,0,983.1666666666666,-1.6666666666666667,992.8333333333334
16069,50000.0,0,1,44,0,0,0,0,1,0,8274.0,-1.3333333333333333,0.0
21064,80000.0,0,1,30,1,0,0,0,1,0,61086.5,1.1666666666666667,2133.3333333333335
9119,230000.0,0,1,36,0,0,0,0,1,0,21613.166666666668,-1.0,21714.833333333332
19801,80000.0,0,1,32,0,1,0,0,0,0,2121.6666666666665,-1.3333333333333333,1932.3333333333333
839,80000.0,0,1,37,0,1,0,0,0,0,92120.83333333333,0.0,3372.3333333333335
17126,310000.0,0,1,31,0,1,0,0,0,0,4352.5,-2.0,4853.833333333333
20966,360000.0,1,2,27,0,1,0,0,0,0,1252.5,-0.5,985.0
3270,420000.0,1,1,34,0,0,0,0,1,0,224985.16666666666,0.0,8884.833333333334
1552,50000.0,1,1,46,0,0,0,0,1,0,37183.5,0.0,2416.6666666666665
15594,200000.0,0,1,38,0,1,0,0,0,0,3913.1666666666665,0.5,3725.6666666666665
1361,150000.0,1,2,39,0,1,0,0,0,0,2609.3333333333335,-1.5,1160.0
21498,20000.0,1,2,37,0,0,0,0,1,0,14534.0,-0.3333333333333333,3843.8333333333335
123,390000.0,0,2,33,0,1,0,0,0,0,1611.0,-2.0,3160.5
14366,180000.0,0,2,29,0,1,0,0,0,0,16429.166666666668,-1.0,16344.166666666666
16557,10000.0,1,2,45,0,0,0,0,1,0,6454.5,-0.3333333333333333,3700.0
6523,360000.0,0,1,38,0,1,0,0,0,0,10246.5,-0.8333333333333334,10234.166666666666
24148,80000.0,0,1,50,0,0,1,0,0,0,14403.833333333334,0.0,3917.6666666666665
10079,400000.0,0,1,44,1,1,0,0,0,0,227346.0,1.3333333333333333,1532.1666666666667
14226,200000.0,0,2,39,0,0,0,0,1,0,997.3333333333334,-2.0,949.8333333333334
28181,390000.0,0,2,27,1,1,0,0,0,0,383892.8333333333,1.0,12000.0
6208,150000.0,1,2,36,0,0,0,0,1,0,89597.66666666667,2.1666666666666665,3516.6666666666665
20602,280000.0,0,2,28,0,1,0,0,0,0,13742.5,-2.0,11092.5
23762,220000.0,1,2,29,1,1,0,0,0,0,32430.666666666668,1.8333333333333333,1441.1666666666667
29779,360000.0,0,2,39,1,1,0,0,0,0,329.3333333333333,-1.3333333333333333,874.5
17632,110000.0,1,2,26,0,0,0,0,1,0,12396.666666666666,0.0,757.5
27625,60000.0,0,2,23,0,1,0,0,0,0,6252.166666666667,-0.16666666666666666,3140.6666666666665
9644,360000.0,0,1,37,0,0,0,0,1,0,1049.6666666666667,-0.5,0.0
